COMUNA,TIPO DE ACCIDENTE,GRAVEDAD,MES,DIA SEMANA,NUMERO ACCIDENTE
Castilla,Otro,SOLO DANOS,10,DOMINGO  ,0
Santa Cruz,Choque,SOLO DANOS,04,LUNES    ,6
La America,Choque,SOLO DANOS,05,JUEVES   ,27
Corregimiento de San Cristobal,Choque,SOLO DANOS,02,MIERCOLES,0
Otro,Choque,HERIDO,02,DOMINGO  ,1
Laureles Estadio,Atropello,HERIDO,01,MIERCOLES,11
Corregimiento de Santa Elena,Otro,HERIDO,05,DOMINGO  ,0
Doce de Octubre,Choque,SOLO DANOS,04,MIERCOLES,11
Laureles Estadio,Otro,HERIDO,08,DOMINGO  ,11
Aranjuez,Otro,SOLO DANOS,04,JUEVES   ,0
Villa Hermosa,Atropello,HERIDO,02,LUNES    ,8
Villa Hermosa,Volcamiento,HERIDO,02,MIERCOLES,0
Belen,Atropello,MUERTO,11,MARTES   ,0
Doce de Octubre,Otro,HERIDO,04,SABADO   ,11
Manrique,Atropello,HERIDO,06,DOMINGO  ,13
Castilla,Otro,HERIDO,09,LUNES    ,19
Manrique,Choque,HERIDO,01,MARTES   ,8
Popular,Atropello,HERIDO,01,LUNES    ,1
Manrique,Volcamiento,HERIDO,01,SABADO   ,2
La America,Choque,HERIDO,10,SABADO   ,19
Robledo,Otro,HERIDO,11,SABADO   ,9
Robledo,Volcamiento,HERIDO,05,JUEVES   ,5
Castilla,Volcamiento,HERIDO,09,LUNES    ,4
Corregimiento de Altavista,Atropello,HERIDO,12,LUNES    ,0
Castilla,Atropello,HERIDO,04,LUNES    ,11
Buenos Aires,Atropello,HERIDO,02,SABADO   ,4
Villa Hermosa,Choque,HERIDO,10,MARTES   ,8
Corregimiento de San Cristobal,Choque,HERIDO,12,MARTES   ,0
Corregimiento de San Cristobal,Volcamiento,HERIDO,02,MARTES   ,0
La America,Otro,HERIDO,06,JUEVES   ,1
Guayabal,Choque,MUERTO,09,VIERNES  ,0
Belen,Atropello,HERIDO,04,MIERCOLES,6
Robledo,Atropello,MUERTO,01,MARTES   ,0
San Javier,Atropello,HERIDO,05,SABADO   ,3
Santa Cruz,Choque,SOLO DANOS,06,SABADO   ,8
Manrique,Caida ocupante,HERIDO,05,MIERCOLES,5
Villa Hermosa,Caida ocupante,HERIDO,11,VIERNES  ,1
La Candelaria,Caida ocupante,HERIDO,05,VIERNES  ,13
Otro,Otro,HERIDO,10,LUNES    ,0
Otro,Choque,SOLO DANOS,11,DOMINGO  ,2
Castilla,Otro,HERIDO,05,JUEVES   ,20
El Poblado,Atropello,HERIDO,07,VIERNES  ,4
Corregimiento de San Antonio de Prado,Choque,HERIDO,12,JUEVES   ,0
Aranjuez,Choque,HERIDO,07,JUEVES   ,30
Laureles Estadio,Caida ocupante,HERIDO,08,JUEVES   ,13
Santa Cruz,Otro,HERIDO,04,LUNES    ,1
Villa Hermosa,Atropello,HERIDO,04,SABADO   ,9
Aranjuez,Volcamiento,HERIDO,10,MARTES   ,1
Corregimiento de San Antonio de Prado,Atropello,HERIDO,04,MARTES   ,5
Buenos Aires,Choque,SOLO DANOS,11,DOMINGO  ,12
Popular,Choque,SOLO DANOS,07,LUNES    ,4
Laureles Estadio,Atropello,MUERTO,07,SABADO   ,0
Guayabal,Atropello,HERIDO,05,MARTES   ,3
Corregimiento de Santa Elena,Choque,SOLO DANOS,04,VIERNES  ,0
Corregimiento de San Cristobal,Otro,HERIDO,10,MIERCOLES,1
Santa Cruz,Choque,HERIDO,08,JUEVES   ,2
La Candelaria,Choque,SOLO DANOS,05,VIERNES  ,209
San Javier,Choque,HERIDO,09,MIERCOLES,8
Manrique,Choque,HERIDO,11,SABADO   ,10
Belen,Choque,HERIDO,07,VIERNES  ,33
Corregimiento de San Cristobal,Choque,HERIDO,09,LUNES    ,1
Popular,Atropello,HERIDO,03,SABADO   ,7
Corregimiento de Santa Elena,Choque,HERIDO,04,MIERCOLES,0
Villa Hermosa,Caida ocupante,HERIDO,02,MIERCOLES,2
El Poblado,Atropello,HERIDO,10,MIERCOLES,4
Santa Cruz,Volcamiento,HERIDO,08,VIERNES  ,3
La Candelaria,Choque,HERIDO,02,SABADO   ,59
La Candelaria,Atropello,Malla vial,09,MIERCOLES,0
San Javier,Otro,HERIDO,10,JUEVES   ,5
Castilla,Atropello,HERIDO,06,SABADO   ,10
La Candelaria,Otro,HERIDO,05,MARTES   ,41
Belen,Volcamiento,HERIDO,01,MARTES   ,5
Popular,Caida ocupante,HERIDO,08,VIERNES  ,3
Doce de Octubre,Otro,HERIDO,10,MARTES   ,5
Castilla,Caida ocupante,HERIDO,01,MARTES   ,10
Corregimiento de San Cristobal,Volcamiento,HERIDO,12,SABADO   ,0
La America,Caida ocupante,HERIDO,02,JUEVES   ,6
Doce de Octubre,Caida ocupante,HERIDO,12,JUEVES   ,8
Doce de Octubre,Choque,SOLO DANOS,01,SABADO   ,5
Laureles Estadio,Volcamiento,HERIDO,06,MARTES   ,5
Laureles Estadio,Choque,HERIDO,05,VIERNES  ,53
El Poblado,Volcamiento,HERIDO,07,MARTES   ,1
Belen,Choque,SOLO DANOS,08,DOMINGO  ,24
Buenos Aires,Caida ocupante,HERIDO,01,DOMINGO  ,6
Manrique,Otro,HERIDO,08,LUNES    ,8
Belen,Otro,HERIDO,08,MIERCOLES,16
Belen,Choque,HERIDO,10,MIERCOLES,30
Villa Hermosa,Choque,HERIDO,03,JUEVES   ,8
Corregimiento de San Cristobal,Choque,HERIDO,05,JUEVES   ,2
San Javier,Caida ocupante,HERIDO,09,VIERNES  ,4
Santa Cruz,Otro,HERIDO,06,SABADO   ,2
Popular,Choque,HERIDO,04,MARTES   ,1
Santa Cruz,Volcamiento,HERIDO,11,MIERCOLES,1
Popular,Choque,SOLO DANOS,09,SABADO   ,12
Robledo,Choque,HERIDO,06,JUEVES   ,22
Manrique,Atropello,HERIDO,01,MIERCOLES,4
El Poblado,Choque,SOLO DANOS,10,JUEVES   ,79
San Javier,Atropello,HERIDO,11,MARTES   ,4
San Javier,Choque,HERIDO,04,LUNES    ,5
Otro,Choque,SOLO DANOS,03,VIERNES  ,2
Buenos Aires,Choque,HERIDO,10,SABADO   ,11
Manrique,Choque,SOLO DANOS,08,DOMINGO  ,9
La Candelaria,Otro,SOLO DANOS,09,DOMINGO  ,2
La America,Atropello,HERIDO,08,LUNES    ,6
Buenos Aires,Choque,SOLO DANOS,03,VIERNES  ,17
Aranjuez,Volcamiento,HERIDO,03,JUEVES   ,0
San Javier,Volcamiento,HERIDO,11,DOMINGO  ,2
Villa Hermosa,Atropello,HERIDO,10,MARTES   ,2
El Poblado,Volcamiento,HERIDO,11,JUEVES   ,4
Robledo,Otro,HERIDO,06,MARTES   ,17
Popular,Volcamiento,HERIDO,05,MIERCOLES,1
Villa Hermosa,Choque,SOLO DANOS,07,MIERCOLES,18
Belen,Volcamiento,HERIDO,11,SABADO   ,1
Corregimiento de Santa Elena,Atropello,HERIDO,09,DOMINGO  ,1
Manrique,Caida ocupante,HERIDO,02,SABADO   ,1
Castilla,Caida ocupante,HERIDO,11,SABADO   ,11
El Poblado,Otro,HERIDO,12,DOMINGO  ,4
Belen,Choque,MUERTO,10,JUEVES   ,0
San Javier,Choque,SOLO DANOS,09,DOMINGO  ,4
La Candelaria,Atropello,HERIDO,04,SABADO   ,29
Santa Cruz,Choque,SOLO DANOS,09,LUNES    ,8
El Poblado,Otro,SOLO DANOS,09,VIERNES  ,1
Castilla,Atropello,HERIDO,12,MARTES   ,8
Buenos Aires,Otro,HERIDO,10,SABADO   ,16
Doce de Octubre,Otro,HERIDO,03,JUEVES   ,7
Corregimiento de San Cristobal,Choque,SOLO DANOS,07,MIERCOLES,2
Laureles Estadio,Atropello,HERIDO,06,MIERCOLES,7
Doce de Octubre,Choque,SOLO DANOS,09,MIERCOLES,10
Villa Hermosa,Otro,HERIDO,12,MIERCOLES,3
San Javier,Choque,HERIDO,06,SABADO   ,6
Robledo,Otro,HERIDO,10,JUEVES   ,15
Villa Hermosa,Atropello,HERIDO,07,LUNES    ,7
Villa Hermosa,Volcamiento,HERIDO,07,MIERCOLES,2
Corregimiento de San Cristobal,Atropello,HERIDO,09,JUEVES   ,0
Robledo,Caida ocupante,HERIDO,11,DOMINGO  ,7
Buenos Aires,Atropello,HERIDO,01,JUEVES   ,3
Corregimiento de Altavista,Atropello,MUERTO,08,DOMINGO  ,0
Villa Hermosa,Choque,SOLO DANOS,02,LUNES    ,9
San Javier,Choque,SOLO DANOS,12,VIERNES  ,4
Manrique,Choque,HERIDO,06,MARTES   ,7
Santa Cruz,Otro,HERIDO,12,MARTES   ,2
Manrique,Volcamiento,HERIDO,06,SABADO   ,0
Popular,Atropello,HERIDO,06,LUNES    ,5
San Javier,Atropello,HERIDO,04,JUEVES   ,2
Santa Cruz,Atropello,HERIDO,03,SABADO   ,1
El Poblado,Choque,HERIDO,10,SABADO   ,16
La Candelaria,Choque,HERIDO,05,LUNES    ,62
Castilla,Atropello,HERIDO,09,LUNES    ,12
Robledo,Atropello,HERIDO,10,MIERCOLES,7
In,Atropello,HERIDO,02,MIERCOLES,0
Belen,Choque,SOLO DANOS,03,MIERCOLES,52
Corregimiento de San Antonio de Prado,Choque,HERIDO,03,DOMINGO  ,4
San Javier,Volcamiento,HERIDO,03,VIERNES  ,0
Corregimiento de San Cristobal,Choque,SOLO DANOS,02,LUNES    ,2
Laureles Estadio,Choque,SOLO DANOS,05,MIERCOLES,103
Villa Hermosa,Atropello,HERIDO,03,JUEVES   ,6
Belen,Atropello,HERIDO,09,MIERCOLES,3
Corregimiento de Altavista,Choque,HERIDO,12,DOMINGO  ,1
Laureles Estadio,Atropello,HERIDO,01,LUNES    ,8
Doce de Octubre,Choque,SOLO DANOS,04,LUNES    ,9
El Poblado,Otro,HERIDO,04,VIERNES  ,12
Robledo,Otro,SOLO DANOS,02,VIERNES  ,0
Corregimiento de Altavista,Volcamiento,HERIDO,03,MARTES   ,0
Corregimiento de Altavista,Volcamiento,HERIDO,11,LUNES    ,0
Popular,Atropello,HERIDO,02,JUEVES   ,3
Santa Cruz,Choque,HERIDO,11,DOMINGO  ,0
La Candelaria,Atropello,HERIDO,10,MARTES   ,21
Buenos Aires,Volcamiento,SOLO DANOS,02,LUNES    ,0
Villa Hermosa,Atropello,HERIDO,09,SABADO   ,4
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,06,VIERNES  ,0
Doce de Octubre,Atropello,HERIDO,04,DOMINGO  ,7
La Candelaria,Choque,HERIDO,01,JUEVES   ,59
Castilla,Atropello,HERIDO,05,JUEVES   ,8
Buenos Aires,Choque,HERIDO,05,MARTES   ,13
Manrique,Choque,SOLO DANOS,03,MIERCOLES,8
Popular,Volcamiento,HERIDO,02,SABADO   ,1
San Javier,Otro,HERIDO,01,DOMINGO  ,7
Popular,Atropello,HERIDO,08,SABADO   ,5
Corregimiento de Santa Elena,Choque,HERIDO,09,MIERCOLES,0
Doce de Octubre,Caida ocupante,HERIDO,03,DOMINGO  ,6
Villa Hermosa,Caida ocupante,HERIDO,07,MIERCOLES,0
Otro,Otro,HERIDO,11,JUEVES   ,0
La Candelaria,Choque,HERIDO,07,SABADO   ,77
Belen,Atropello,HERIDO,04,LUNES    ,2
Santa Cruz,Otro,SOLO DANOS,08,MIERCOLES,0
Castilla,Caida ocupante,HERIDO,06,MARTES   ,11
Manrique,Caida ocupante,HERIDO,05,LUNES    ,11
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,07,DOMINGO  ,1
Santa Cruz,Otro,HERIDO,05,JUEVES   ,0
Corregimiento de San Cristobal,Choque,SOLO DANOS,04,SABADO   ,0
Manrique,Volcamiento,HERIDO,12,MARTES   ,4
Doce de Octubre,Choque,SOLO DANOS,06,SABADO   ,10
Belen,Caida ocupante,HERIDO,08,VIERNES  ,10
Buenos Aires,Caida ocupante,HERIDO,06,DOMINGO  ,2
El Poblado,Choque,SOLO DANOS,01,DOMINGO  ,23
Buenos Aires,Otro,HERIDO,05,MARTES   ,5
La Candelaria,Volcamiento,HERIDO,10,DOMINGO  ,1
Villa Hermosa,Choque,HERIDO,08,JUEVES   ,15
Doce de Octubre No.2,Choque,MUERTO,07,MARTES   ,0
Doce de Octubre,Volcamiento,HERIDO,02,DOMINGO  ,2
Corregimiento de Santa Elena,Caida ocupante,HERIDO,02,SABADO   ,0
Corregimiento de San Cristobal,Otro,HERIDO,02,MARTES   ,0
El Poblado,Volcamiento,SOLO DANOS,07,MARTES   ,0
Guayabal,Choque,MUERTO,04,MARTES   ,0
Corregimiento de San Cristobal,Otro,HERIDO,10,LUNES    ,4
Manrique,Atropello,HERIDO,06,MIERCOLES,11
San Javier,Choque,HERIDO,09,LUNES    ,7
Otro,Choque,SOLO DANOS,08,VIERNES  ,2
Belen,Volcamiento,HERIDO,10,JUEVES   ,3
Villa Hermosa,Caida ocupante,HERIDO,02,LUNES    ,5
El Poblado,Atropello,HERIDO,02,MARTES   ,3
El Poblado,Caida ocupante,HERIDO,01,VIERNES  ,2
El Poblado,Atropello,HERIDO,10,LUNES    ,4
Buenos Aires,Volcamiento,HERIDO,02,JUEVES   ,2
Corregimiento de Altavista,Otro,HERIDO,05,MARTES   ,1
Belen,Caida ocupante,HERIDO,11,MIERCOLES,10
Buenos Aires,Choque,SOLO DANOS,08,VIERNES  ,13
In,Choque,SOLO DANOS,05,SABADO   ,0
La Candelaria,Atropello,HERIDO,03,JUEVES   ,35
Corregimiento de San Cristobal,Caida ocupante,HERIDO,02,VIERNES  ,0
Robledo,Choque,MUERTO,12,MIERCOLES,0
Aranjuez,Caida ocupante,HERIDO,06,DOMINGO  ,4
Belen,Atropello,HERIDO,06,SABADO   ,5
El Poblado,Choque,HERIDO,05,MARTES   ,25
Manrique,Caida ocupante,HERIDO,07,SABADO   ,4
AU,Caida ocupante,HERIDO,08,JUEVES   ,0
La Candelaria,Choque,MUERTO,12,DOMINGO  ,2
Castilla,Choque,SOLO DANOS,05,DOMINGO  ,44
Belen,Otro,HERIDO,08,LUNES    ,19
Belen,Choque,HERIDO,02,MARTES   ,28
Belen,Choque,HERIDO,10,LUNES    ,18
Aranjuez,Otro,SOLO DANOS,12,DOMINGO  ,0
Laureles Estadio,Volcamiento,HERIDO,02,DOMINGO  ,0
Castilla,Choque,MUERTO,11,VIERNES  ,0
Santa Cruz,Volcamiento,HERIDO,03,MARTES   ,0
Santa Cruz,Volcamiento,HERIDO,11,LUNES    ,1
La America,Volcamiento,HERIDO,05,MIERCOLES,0
Doce de Octubre,Otro,HERIDO,08,JUEVES   ,6
Manrique,Atropello,HERIDO,01,LUNES    ,7
La Candelaria,Otro,SOLO DANOS,01,SABADO   ,0
Corregimiento de San Cristobal,Choque,SOLO DANOS,10,MARTES   ,2
Corregimiento de San Antonio de Prado,Otro,HERIDO,06,SABADO   ,0
Manrique,Volcamiento,HERIDO,05,JUEVES   ,0
Doce de Octubre,Choque,SOLO DANOS,12,MARTES   ,6
Santa Cruz,Atropello,HERIDO,02,JUEVES   ,3
San Javier,Atropello,MUERTO,07,VIERNES  ,0
La Candelaria,Volcamiento,HERIDO,02,VIERNES  ,6
La Candelaria,Caida ocupante,HERIDO,10,SABADO   ,17
Buenos Aires,Atropello,HERIDO,06,JUEVES   ,6
El Poblado,Atropello,HERIDO,12,SABADO   ,4
Popular,Volcamiento,HERIDO,05,LUNES    ,0
Villa Hermosa,Choque,SOLO DANOS,07,LUNES    ,2
San Javier,Choque,SOLO DANOS,01,SABADO   ,8
San Javier,Caida ocupante,HERIDO,04,MARTES   ,4
Aranjuez,Atropello,HERIDO,09,MARTES   ,6
Robledo,Choque,SOLO DANOS,01,DOMINGO  ,18
San Javier,Caida ocupante,HERIDO,12,LUNES    ,1
San Javier,Atropello,HERIDO,09,JUEVES   ,3
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,02,MIERCOLES,2
Aranjuez,Choque,SOLO DANOS,01,DOMINGO  ,21
Guayabal,Volcamiento,HERIDO,05,DOMINGO  ,0
Corregimiento de Santa Elena,Otro,HERIDO,02,SABADO   ,3
Laureles Estadio,Otro,HERIDO,05,SABADO   ,9
Popular,Otro,HERIDO,05,VIERNES  ,3
Belen,Choque,HERIDO,12,SABADO   ,25
Corregimiento de San Antonio de Prado,Choque,HERIDO,08,DOMINGO  ,3
San Javier,Volcamiento,HERIDO,08,VIERNES  ,2
Corregimiento de San Cristobal,Choque,SOLO DANOS,07,LUNES    ,5
Buenos Aires,Caida ocupante,HERIDO,01,MIERCOLES,6
Villa Hermosa,Atropello,HERIDO,08,JUEVES   ,6
Laureles Estadio,Atropello,HERIDO,06,LUNES    ,2
Doce de Octubre,Choque,SOLO DANOS,09,LUNES    ,3
Villa Hermosa,Otro,HERIDO,04,MARTES   ,3
Villa Hermosa,Otro,HERIDO,12,LUNES    ,9
Manrique,Atropello,HERIDO,03,SABADO   ,10
El Poblado,Otro,HERIDO,09,VIERNES  ,16
Castilla,Atropello,MUERTO,08,VIERNES  ,0
Villa Hermosa,Volcamiento,HERIDO,07,LUNES    ,1
Buenos Aires,Choque,MUERTO,09,DOMINGO  ,0
Popular,Atropello,HERIDO,07,JUEVES   ,4
Aranjuez,Otro,SOLO DANOS,04,VIERNES  ,1
Laureles Estadio,Choque,HERIDO,10,SABADO   ,33
Robledo,Atropello,MUERTO,01,DOMINGO  ,0
La Candelaria,Choque,HERIDO,06,JUEVES   ,68
La Candelaria,Otro,SOLO DANOS,09,MIERCOLES,0
Popular,Volcamiento,HERIDO,07,SABADO   ,0
San Javier,Otro,HERIDO,06,DOMINGO  ,2
Villa Hermosa,Choque,SOLO DANOS,09,SABADO   ,12
Corregimiento de San Cristobal,Choque,SOLO DANOS,03,JUEVES   ,3
Aranjuez,Caida ocupante,HERIDO,01,MIERCOLES,4
Corregimiento de Altavista,Choque,SOLO DANOS,10,SABADO   ,0
Corregimiento de San Antonio de Prado,Otro,HERIDO,12,MARTES   ,0
Robledo,Atropello,HERIDO,02,MARTES   ,6
Corregimiento de Santa Elena,Atropello,HERIDO,09,MIERCOLES,0
Doce de Octubre,Choque,SOLO DANOS,05,JUEVES   ,4
Robledo,Atropello,HERIDO,10,LUNES    ,7
Doce de Octubre,Caida ocupante,HERIDO,08,DOMINGO  ,9
Popular,Choque,SOLO DANOS,11,DOMINGO  ,4
Robledo,Caida ocupante,HERIDO,08,VIERNES  ,16
Robledo,Otro,SOLO DANOS,10,MIERCOLES,0
Belen,Choque,SOLO DANOS,03,LUNES    ,38
Laureles Estadio,Choque,SOLO DANOS,05,LUNES    ,92
Belen,Atropello,HERIDO,09,LUNES    ,4
Corregimiento de Santa Elena,Caida ocupante,HERIDO,01,JUEVES   ,2
Corregimiento de San Cristobal,Choque,SOLO DANOS,09,SABADO   ,7
Laureles Estadio,Atropello,HERIDO,08,SABADO   ,15
Doce de Octubre,Atropello,HERIDO,12,VIERNES  ,6
Aranjuez,Otro,HERIDO,02,JUEVES   ,11
El Poblado,Choque,SOLO DANOS,06,DOMINGO  ,25
Laureles Estadio,Caida ocupante,HERIDO,10,MIERCOLES,12
Belen,Volcamiento,HERIDO,01,DOMINGO  ,0
Laureles Estadio,Otro,HERIDO,11,MARTES   ,16
Doce de Octubre,Volcamiento,HERIDO,07,DOMINGO  ,1
Corregimiento de Santa Elena,Caida ocupante,HERIDO,07,SABADO   ,0
Manrique,Choque,SOLO DANOS,03,LUNES    ,12
Robledo,Caida ocupante,HERIDO,11,MIERCOLES,20
Corregimiento de San Cristobal,Otro,HERIDO,07,MARTES   ,1
Laureles Estadio,Caida ocupante,MUERTO,06,MARTES   ,0
Castilla,Volcamiento,HERIDO,05,VIERNES  ,7
La Candelaria,Atropello,MUERTO,06,VIERNES  ,1
Corregimiento de Santa Elena,Choque,HERIDO,09,LUNES    ,1
Manrique,Caida ocupante,HERIDO,06,JUEVES   ,3
Manrique,Otro,HERIDO,12,DOMINGO  ,5
Villa Hermosa,Caida ocupante,HERIDO,07,LUNES    ,4
El Poblado,Atropello,HERIDO,07,MARTES   ,2
El Poblado,Caida ocupante,HERIDO,06,VIERNES  ,2
Santa Cruz,Choque,HERIDO,08,VIERNES  ,1
La Candelaria,Atropello,HERIDO,08,JUEVES   ,29
Popular,Choque,HERIDO,04,DOMINGO  ,1
Belen,Choque,SOLO DANOS,05,SABADO   ,68
Corregimiento de San Antonio de Prado,Otro,HERIDO,05,JUEVES   ,1
Belen,Choque,HERIDO,07,MARTES   ,32
La America,Atropello,HERIDO,12,DOMINGO  ,0
Corregimiento de San Antonio de Prado,Atropello,MUERTO,08,MIERCOLES,0
Popular,Choque,SOLO DANOS,03,VIERNES  ,2
Santa Cruz,Caida ocupante,HERIDO,05,MIERCOLES,1
La America,Choque,HERIDO,05,DOMINGO  ,6
Castilla,Choque,HERIDO,04,DOMINGO  ,25
El Poblado,Atropello,HERIDO,11,JUEVES   ,0
Manrique,Atropello,HERIDO,06,LUNES    ,7
Manrique,Choque,SOLO DANOS,05,SABADO   ,13
Belen,Caida ocupante,HERIDO,03,MARTES   ,9
Santa Cruz,Atropello,HERIDO,07,JUEVES   ,7
Belen,Caida ocupante,HERIDO,11,LUNES    ,6
La Candelaria,Volcamiento,HERIDO,07,VIERNES  ,3
Villa Hermosa,Caida ocupante,HERIDO,09,SABADO   ,3
Guayabal,Choque,SOLO DANOS,10,SABADO   ,43
Laureles Estadio,Otro,HERIDO,04,JUEVES   ,9
Doce de Octubre,Caida ocupante,HERIDO,03,MIERCOLES,6
Belen,Choque,HERIDO,11,JUEVES   ,20
Robledo,Choque,SOLO DANOS,06,DOMINGO  ,20
Laureles Estadio,Volcamiento,HERIDO,10,VIERNES  ,2
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,11,SABADO   ,0
Manrique,Otro,HERIDO,04,VIERNES  ,9
Manrique,Atropello,HERIDO,02,JUEVES   ,11
Otro,Choque,HERIDO,04,SABADO   ,1
Guayabal,Atropello,MUERTO,04,LUNES    ,0
Otro,Choque,SOLO DANOS,11,LUNES    ,3
Buenos Aires,Choque,SOLO DANOS,03,MARTES   ,22
Belen,Choque,SOLO DANOS,11,MARTES   ,54
La America,Choque,SOLO DANOS,12,MIERCOLES,21
Villa Hermosa,Otro,HERIDO,09,MARTES   ,3
Corregimiento de Altavista,Atropello,HERIDO,09,DOMINGO  ,0
Manrique,Atropello,HERIDO,08,SABADO   ,6
Popular,Volcamiento,HERIDO,06,JUEVES   ,0
La Candelaria,Choque,MUERTO,09,VIERNES  ,0
Doce de Octubre,Choque,HERIDO,09,MIERCOLES,0
La America,Atropello,HERIDO,04,VIERNES  ,1
El Poblado,Volcamiento,HERIDO,02,MIERCOLES,1
Corregimiento de San Cristobal,Atropello,HERIDO,11,MIERCOLES,0
Robledo,Otro,HERIDO,10,VIERNES  ,14
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,02,LUNES    ,2
Corregimiento de San Cristobal,Choque,SOLO DANOS,08,JUEVES   ,0
Aranjuez,Caida ocupante,HERIDO,06,MIERCOLES,7
Manrique,Choque,SOLO DANOS,11,MARTES   ,21
La Candelaria,Otro,SOLO DANOS,12,MARTES   ,1
Robledo,Volcamiento,HERIDO,12,MIERCOLES,3
Robledo,Atropello,HERIDO,07,MARTES   ,7
Aranjuez,Atropello,HERIDO,05,DOMINGO  ,16
Santa Cruz,Choque,SOLO DANOS,05,VIERNES  ,2
La Candelaria,Choque,MUERTO,12,MIERCOLES,0
Belen,Choque,SOLO DANOS,08,LUNES    ,46
Corregimiento de Santa Elena,Atropello,HERIDO,12,MARTES   ,0
Buenos Aires,Caida ocupante,HERIDO,01,LUNES    ,4
La America,Volcamiento,HERIDO,07,SABADO   ,2
San Javier,Choque,SOLO DANOS,12,MARTES   ,2
Robledo,Otro,HERIDO,01,MIERCOLES,11
Doce de Octubre,Atropello,HERIDO,01,SABADO   ,9
Belen,Volcamiento,HERIDO,06,DOMINGO  ,1
Aranjuez,Atropello,MUERTO,08,MIERCOLES,0
Manrique,Choque,HERIDO,10,VIERNES  ,12
La America,Caida ocupante,HERIDO,06,VIERNES  ,3
Manrique,Choque,SOLO DANOS,08,LUNES    ,12
In,Choque,SOLO DANOS,09,JUEVES   ,0
Belen,Choque,SOLO DANOS,04,JUEVES   ,33
Aranjuez,Caida ocupante,HERIDO,01,LUNES    ,5
La Candelaria,Choque,HERIDO,01,VIERNES  ,77
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,04,SABADO   ,5
Castilla,Atropello,MUERTO,03,MARTES   ,1
Guayabal,Choque,SOLO DANOS,05,MARTES   ,63
Robledo,Otro,SOLO DANOS,10,LUNES    ,0
Villa Hermosa,Choque,HERIDO,07,VIERNES  ,13
Corregimiento de San Cristobal,Volcamiento,HERIDO,11,VIERNES  ,0
Popular,Choque,HERIDO,09,DOMINGO  ,1
Buenos Aires,Caida ocupante,HERIDO,03,SABADO   ,0
Manrique,Choque,HERIDO,01,MIERCOLES,8
Manrique,Choque,SOLO DANOS,04,JUEVES   ,10
Aranjuez,Choque,HERIDO,01,MARTES   ,14
Buenos Aires,Volcamiento,HERIDO,01,VIERNES  ,3
Corregimiento de Altavista,Atropello,HERIDO,04,MIERCOLES,1
Laureles Estadio,Caida ocupante,HERIDO,02,MARTES   ,15
Popular,Choque,SOLO DANOS,08,VIERNES  ,2
Laureles Estadio,Caida ocupante,HERIDO,10,LUNES    ,11
Aranjuez,Volcamiento,HERIDO,07,VIERNES  ,2
Robledo,Caida ocupante,HERIDO,03,MARTES   ,13
Robledo,Caida ocupante,HERIDO,11,LUNES    ,18
Castilla,Choque,HERIDO,09,DOMINGO  ,29
Villa Hermosa,Choque,HERIDO,10,MIERCOLES,6
Corregimiento de San Cristobal,Choque,HERIDO,12,MIERCOLES,5
Popular,Otro,HERIDO,10,SABADO   ,1
San Javier,Choque,SOLO DANOS,05,JUEVES   ,3
Belen,Otro,HERIDO,12,DOMINGO  ,6
Aranjuez,Caida ocupante,HERIDO,03,SABADO   ,10
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,10,JUEVES   ,0
Belen,Caida ocupante,HERIDO,08,MARTES   ,11
Otro,Choque,HERIDO,03,JUEVES   ,0
Manrique,Caida ocupante,HERIDO,01,VIERNES  ,6
Doce de Octubre,Otro,HERIDO,07,VIERNES  ,8
Castilla,Caida ocupante,HERIDO,10,VIERNES  ,17
In,Caida ocupante,HERIDO,09,MIERCOLES,1
Laureles Estadio,Otro,HERIDO,09,JUEVES   ,16
Castilla,Choque,SOLO DANOS,02,SABADO   ,59
Popular,Caida ocupante,HERIDO,03,DOMINGO  ,4
Aranjuez,Volcamiento,HERIDO,10,MIERCOLES,3
Corregimiento de San Antonio de Prado,Atropello,HERIDO,04,MIERCOLES,2
Corregimiento de San Antonio de Prado,Choque,HERIDO,03,LUNES    ,2
Guayabal,Atropello,HERIDO,05,MIERCOLES,6
La America,Otro,HERIDO,10,SABADO   ,2
Guayabal,Otro,HERIDO,04,DOMINGO  ,2
Manrique,Otro,HERIDO,09,VIERNES  ,3
Manrique,Atropello,HERIDO,07,JUEVES   ,10
Otro,Choque,HERIDO,09,SABADO   ,0
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,10,MARTES   ,1
El Poblado,Caida ocupante,HERIDO,01,MARTES   ,6
Aranjuez,Choque,HERIDO,11,SABADO   ,24
Villa Hermosa,Choque,SOLO DANOS,11,DOMINGO  ,7
San Javier,Caida ocupante,HERIDO,04,DOMINGO  ,4
Aranjuez,Atropello,MUERTO,05,SABADO   ,0
San Javier,Choque,HERIDO,05,VIERNES  ,0
Belen,Caida ocupante,HERIDO,12,JUEVES   ,2
La Candelaria,Otro,HERIDO,05,MIERCOLES,22
Doce de Octubre,Otro,HERIDO,10,MIERCOLES,4
